pokemon_code,pokemon_name,pokemon_type_1,pokemon_type_2,high_point,attack_force,defense_point,special_attack_force,special_defense_point,speed,generation,legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,percentage_male,experience_growth,height_m,weight_kg,pokedex_number
506,Carnivine,Grass,,74,100,72,90,72,46,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,6400,70,454,200,Bug Catcher Pokémon,50,1250000,1.4,27,455
507,Finneon,Water,,49,49,56,49,61,66,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,Wing Fish Pokémon,50,600000,0.4,7,456
508,Lumineon,Water,,69,69,76,69,86,91,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,460,75,Neon Pokémon,50,600000,1.2,24,457
509,Mantyke,Water,Flying,45,20,50,60,120,50,4,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,345,25,Kite Pokémon,50,1250000,1,65,458
510,Snover,Grass,Ice,60,62,50,62,60,40,4,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,334,120,Frosted Tree Pokémon,50,1250000,1,50.5,459
511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,594,60,Frosted Tree Pokémon,50,1250000,2.2,135.5,460
512,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,594,60,Frosted Tree Pokémon,50,1250000,2.2,135.5,460
513,Weavile,Dark,Ice,70,120,65,45,85,125,4,0,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,510,45,Sharp Claw Pokémon,50,1059860,1.1,34,461
514,Magnezone,Electric,Steel,70,70,115,130,90,60,4,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,535,30,Magnet Area Pokémon,,1000000,1.2,180,462
515,Lickilicky,Normal,,110,85,95,80,95,50,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,30,Licking Pokémon,50,1000000,1.7,140,463
516,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,535,30,Drill Pokémon,50,1250000,2.4,282.8,464
517,Tangrowth,Grass,,100,100,125,110,50,50,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,535,30,Vine Pokémon,50,1000000,2,128.6,465
518,Electivire,Electric,,75,123,67,95,85,95,4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,540,30,Thunderbolt Pokémon,75.4,1000000,1.8,138.6,466
519,Magmortar,Fire,,75,95,67,125,95,83,4,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,540,30,Blast Pokémon,75.4,1000000,1.6,68,467
520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,0,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,545,30,Jubilee Pokémon,88.1,800000,1.5,38,468
521,Yanmega,Bug,Flying,86,76,86,116,56,95,4,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,515,30,Ogre Darner Pokémon,50,1000000,1.9,51.5,469
522,Leafeon,Grass,,65,110,130,60,65,95,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,8960,35,525,45,Verdant Pokémon,88.1,1000000,1,25.5,470
523,Glaceon,Ice,,65,60,110,130,95,65,4,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,8960,35,525,45,Fresh Snow Pokémon,88.1,1000000,0.8,25.9,471
524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,0,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,510,30,Fang Scorp Pokémon,50,1059860,2,42.5,472
525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,0,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,530,50,Twin Tusk Pokémon,50,1250000,2.5,291,473
526,Porygon-Z,Normal,,85,80,70,135,75,90,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,535,30,Virtual Pokémon,,1000000,0.9,34,474
527,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,35,618,45,Blade Pokémon,100,1250000,1.6,52,475
528,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,4,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,35,618,45,Blade Pokémon,100,1250000,1.6,52,475
529,Probopass,Rock,Steel,60,55,145,75,150,40,4,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,5120,70,525,60,Compass Pokémon,50,1000000,1.4,340,476
530,Dusknoir,Ghost,,45,100,135,65,135,45,4,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,525,45,Gripper Pokémon,50,800000,2.2,106.6,477
531,Froslass,Ice,Ghost,70,80,70,80,70,110,4,0,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,5120,70,480,75,Snow Land Pokémon,0,1000000,1.3,26.6,478
532,Rotom,Electric,Ghost,50,50,77,95,77,91,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
533,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
534,Wash Rotom,Electric,Water,50,65,107,105,107,86,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
535,Frost Rotom,Electric,Ice,50,65,107,105,107,86,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
536,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
537,Mow Rotom,Electric,Grass,50,65,107,105,107,86,4,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,Plasma Pokémon,,1000000,0.3,0.3,479
538,Uxie,Psychic,,75,75,130,75,130,95,4,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,Knowledge Pokémon,,1250000,0.3,0.3,480
539,Mesprit,Psychic,,80,105,105,105,105,80,4,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,Emotion Pokémon,,1250000,0.3,0.3,481
540,Azelf,Psychic,,75,125,70,125,70,115,4,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,Willpower Pokémon,,1250000,0.3,0.3,482
541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,1,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,680,3,Temporal Pokémon,,1250000,5.4,683,483
542,Palkia,Water,Dragon,90,120,100,150,120,100,4,1,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,30720,0,680,3,Spatial Pokémon,,1250000,4.2,336,484
543,Heatran,Fire,Steel,91,90,106,130,106,77,4,1,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,2560,100,600,3,Lava Dome Pokémon,50,1250000,1.7,430,485
544,Regigigas,Normal,,110,160,110,80,110,100,4,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,670,3,Colossal Pokémon,,1250000,3.7,420,486
545,Giratina Altered Forme,Ghost,Dragon,150,100,120,100,120,90,4,1,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,30720,0,680,3,Renegade Pokémon,,1250000,4.5,750,487
546,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,1,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,30720,0,680,3,Renegade Pokémon,,1250000,4.5,750,487
547,Cresselia,Psychic,,120,70,120,75,130,85,4,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,Lunar Pokémon,0,1250000,1.5,85.6,488
548,Phione,Water,,80,80,80,80,80,80,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,480,30,Sea Drifter Pokémon,,1250000,0.4,3.1,489
549,Manaphy,Water,,100,100,100,100,100,100,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,2560,70,600,3,Seafaring Pokémon,,1250000,0.3,1.4,490
550,Darkrai,Dark,,70,90,90,135,90,125,4,1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30720,0,600,3,Pitch-Black Pokémon,,1250000,1.5,50.5,491
551,Shaymin Land Forme,Grass,,100,100,100,100,100,100,4,1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30720,100,600,45,Gratitude Pokémon,,1059860,0.2,2.1,492
552,Shaymin Sky Forme,Grass,Flying,100,103,75,120,75,127,4,1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30720,100,600,45,Gratitude Pokémon,,1059860,0.2,2.1,492
553,Arceus,Normal,,120,120,120,120,120,120,4,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,720,3,Alpha Pokémon,,1250000,3.2,320,493
554,Victini,Psychic,Fire,100,100,100,100,100,100,5,1,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,30720,100,600,3,Victory Pokémon,,1250000,0.4,4,494
555,Snivy,Grass,,45,45,55,45,55,63,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,308,45,Grass Snake Pokémon,88.1,1059860,0.6,8.1,495
556,Servine,Grass,,60,60,75,60,75,83,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,413,45,Grass Snake Pokémon,88.1,1059860,0.8,16,496
557,Serperior,Grass,,75,75,95,75,95,113,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,528,45,Regal Pokémon,88.1,1059860,3.3,63,497
558,Tepig,Fire,,65,63,45,45,45,45,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,308,45,Fire Pig Pokémon,88.1,1059860,0.5,9.9,498
559,Pignite,Fire,Fighting,90,93,55,70,55,55,5,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,418,45,Fire Pig Pokémon,88.1,1059860,1,55.5,499
560,Emboar,Fire,Fighting,110,123,65,100,65,65,5,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,528,45,Mega Fire Pig Pokémon,88.1,1059860,1.6,150,500
561,Oshawott,Water,,55,55,45,63,45,45,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,308,45,Sea Otter Pokémon,88.1,1059860,0.5,5.9,501
562,Dewott,Water,,75,75,60,83,60,60,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,413,45,Discipline Pokémon,88.1,1059860,0.8,24.5,502
563,Samurott,Water,,95,100,85,108,70,70,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,528,45,Formidable Pokémon,88.1,1059860,1.5,94.6,503
564,Patrat,Normal,,45,55,39,35,39,42,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,255,Scout Pokémon,50,1000000,0.5,11.6,504
565,Watchog,Normal,,60,85,69,60,69,77,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,420,255,Lookout Pokémon,50,1000000,1.1,27,505
566,Lillipup,Normal,,45,60,45,25,45,55,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,275,255,Puppy Pokémon,50,1059860,0.4,4.1,506
567,Herdier,Normal,,65,80,65,35,65,60,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,370,120,Loyal Dog Pokémon,50,1059860,0.9,14.7,507
568,Stoutland,Normal,,85,110,90,45,90,80,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,500,45,Big-Hearted Pokémon,50,1059860,1.2,61,508
569,Purrloin,Dark,,41,50,37,50,37,66,5,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,281,255,Devious Pokémon,50,1000000,0.4,10.1,509
570,Liepard,Dark,,64,88,50,88,50,106,5,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,37.5,510
571,Pansage,Grass,,50,53,48,53,48,64,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,316,190,Grass Monkey Pokémon,88.1,1000000,0.6,10.5,511
572,Simisage,Grass,,75,98,63,98,63,101,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,498,75,Thorn Monkey Pokémon,88.1,1000000,1.1,30.5,512
573,Pansear,Fire,,50,53,48,53,48,64,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,316,190,High Temp Pokémon,88.1,1000000,0.6,11,513
574,Simisear,Fire,,75,98,63,98,63,101,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,498,75,Ember Pokémon,88.1,1000000,1,28,514
575,Panpour,Water,,50,53,48,53,48,64,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,316,190,Spray Pokémon,88.1,1000000,0.6,13.5,515
576,Simipour,Water,,75,98,63,98,63,101,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,498,75,Geyser Pokémon,88.1,1000000,1,29,516
577,Munna,Psychic,,76,25,45,67,55,24,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,292,190,Dream Eater Pokémon,50,800000,0.6,23.3,517
578,Musharna,Psychic,,116,55,85,107,95,29,5,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,487,75,Drowsing Pokémon,50,800000,1.1,60.5,518
579,Pidove,Normal,Flying,50,55,50,36,30,43,5,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,2.1,519
580,Tranquill,Normal,Flying,62,77,62,50,42,65,5,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,358,120,Wild Pigeon Pokémon,50,1059860,0.6,15,520
581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,488,45,Proud Pokémon,50,1059860,1.2,29,521
582,Blitzle,Electric,,45,60,32,50,32,76,5,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,190,Electrified Pokémon,50,1000000,0.8,29.8,522
583,Zebstrika,Electric,,75,100,63,80,63,116,5,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,497,75,Thunderbolt Pokémon,50,1000000,1.6,79.5,523
584,Roggenrola,Rock,,55,75,85,25,25,15,5,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,280,255,Mantle Pokémon,50,1059860,0.4,18,524
585,Boldore,Rock,,70,105,105,50,40,20,5,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,390,120,Ore Pokémon,50,1059860,0.9,102,525
586,Gigalith,Rock,,85,135,130,60,80,25,5,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,515,45,Compressed Pokémon,50,1059860,1.7,260,526
587,Woobat,Psychic,Flying,55,45,43,55,43,72,5,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,323,190,Bat Pokémon,50,1000000,0.4,2.1,527
588,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,425,45,Courting Pokémon,50,1000000,0.9,10.5,528
589,Drilbur,Ground,,60,85,40,30,45,68,5,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,328,120,Mole Pokémon,50,1000000,0.3,8.5,529
590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,0,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,5120,70,508,60,Subterrene Pokémon,50,1000000,0.7,40.4,530
591,Audino,Normal,,103,60,86,60,86,50,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,545,255,Hearing Pokémon,50,800000,1.1,31,531
592,Mega Audino,Normal,Fairy,103,60,126,80,126,50,5,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,545,255,Hearing Pokémon,50,800000,1.1,31,531
593,Timburr,Fighting,,75,80,55,25,35,35,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,Muscular Pokémon,75.4,1059860,0.6,12.5,532
594,Gurdurr,Fighting,,85,105,85,40,50,40,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,Muscular Pokémon,75.4,1059860,1.2,40,533
595,Conkeldurr,Fighting,,105,140,95,55,65,45,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,Muscular Pokémon,75.4,1059860,1.4,87,534
596,Tympole,Water,,50,50,40,50,40,64,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,294,255,Tadpole Pokémon,50,1059860,0.5,4.5,535
597,Palpitoad,Water,Ground,75,65,55,65,55,69,5,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,384,120,Vibration Pokémon,50,1059860,0.8,17,536
598,Seismitoad,Water,Ground,105,95,75,85,75,74,5,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,509,45,Vibration Pokémon,50,1059860,1.5,62,537
599,Throh,Fighting,,120,100,85,30,85,45,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,Judo Pokémon,100,1000000,1.3,55.5,538
600,Sawk,Fighting,,75,125,75,30,75,85,5,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,Karate Pokémon,100,1000000,1.4,51,539
601,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,310,255,Sewing Pokémon,50,1059860,0.3,2.5,540
602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,380,120,Leaf-Wrapped Pokémon,50,1059860,0.5,7.3,541
603,Leavanny,Bug,Grass,75,103,80,70,80,92,5,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,500,45,Nurturing Pokémon,50,1059860,1.2,20.5,542
604,Venipede,Bug,Poison,30,45,59,30,39,57,5,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,260,255,Centipede Pokémon,50,1059860,0.4,5.3,543
605,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,360,120,Curlipede Pokémon,50,1059860,1.2,58.5,544
606,Scolipede,Bug,Poison,60,100,89,55,69,112,5,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,485,45,Megapede Pokémon,50,1059860,2.5,200.5,545
607,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,280,190,Cotton Puff Pokémon,50,1000000,0.3,0.6,546
608,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,480,75,Windveiled Pokémon,50,1000000,0.7,6.6,547
609,Petilil,Grass,,45,35,50,70,50,30,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,280,190,Bulb Pokémon,0,1000000,0.5,6.6,548
610,Lilligant,Grass,,70,60,75,110,75,90,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,480,75,Flowering Pokémon,0,1000000,1.1,16.3,549
611,Basculin,Water,,70,92,65,80,55,98,5,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,460,25,Hostile Pokémon,50,1000000,1,18,550
612,Sandile,Ground,Dark,50,72,35,35,35,65,5,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,292,180,Desert Croc Pokémon,50,1059860,0.7,15.2,551
613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,351,90,Desert Croc Pokémon,50,1059860,1,33.4,552
614,Krookodile,Ground,Dark,95,117,80,65,70,92,5,0,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,519,45,Intimidation Pokémon,50,1059860,1.5,96.3,553
615,Darumaka,Fire,,70,90,45,15,45,50,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,315,120,Zen Charm Pokémon,50,1059860,0.6,37.5,554
616,Darmanitan Standard Mode,Fire,,105,140,55,30,55,95,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,540,60,Blazing Pokémon,50,1059860,1.3,92.9,555
617,Darmanitan Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,540,60,Blazing Pokémon,50,1059860,1.3,92.9,555
618,Maractus,Grass,,75,86,67,106,67,60,5,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,461,255,Cactus Pokémon,50,1000000,1,28,556
619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,325,190,Rock Inn Pokémon,50,1000000,0.3,14.5,557
620,Crustle,Bug,Rock,70,95,125,65,75,45,5,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,485,75,Stone Home Pokémon,50,1000000,1.4,200,558
621,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,35,348,180,Shedding Pokémon,50,1000000,0.6,11.8,559
622,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,70,488,90,Hoodlum Pokémon,50,1000000,1.1,30,560
623,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,490,45,Avianoid Pokémon,50,1000000,1.4,14,561
624,Yamask,Ghost,,38,30,85,55,65,30,5,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,303,190,Spirit Pokémon,50,1000000,0.5,1.5,562
625,Cofagrigus,Ghost,,58,50,145,95,105,30,5,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,483,90,Coffin Pokémon,50,1000000,1.7,76.5,563
626,Tirtouga,Water,Rock,54,78,103,53,45,22,5,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,Prototurtle Pokémon,88.1,1000000,0.7,16.5,564
627,Carracosta,Water,Rock,74,108,133,83,65,32,5,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,Prototurtle Pokémon,88.1,1000000,1.2,81,565
628,Archen,Rock,Flying,55,112,45,74,45,70,5,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,401,45,First Bird Pokémon,88.1,1000000,0.5,9.5,566
629,Archeops,Rock,Flying,75,140,65,112,65,110,5,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,567,45,First Bird Pokémon,88.1,1000000,1.4,32,567
630,Trubbish,Poison,,50,50,62,40,62,65,5,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,329,190,Trash Bag Pokémon,50,1000000,0.6,31,568
631,Garbodor,Poison,,80,95,82,60,82,75,5,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,474,60,Trash Heap Pokémon,50,1000000,1.9,107.3,569
